had12,1652,12,1652,0.0,1.0,1656,1652,1660,1652,1652,1660,1652,1652,,,1654
had14,2724,14,2724,0.0,0.8571428571428571,2724,2724,2724,2724,2724,2724,2724,2724,,,2724
had16,3720,16,3720,0.0,0.875,3720,3720,3720,3720,3720,3720,3720,3722,,,3720
had18,5358,18,5358,0.0,0.8888888888888888,5358,5358,5370,5358,5358,5358,5358,5358,,,5359
had20,6922,20,6922,0.0,0.55,6922,6922,6922,6922,6922,6934,6922,6922,,,6923
