bays29,2020,29,2020,0.0,0.034482758620689655,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020
berlin52,7542,52,7885,0.045478652877220895,0.2692307692307692,8174,8464,7954,8042,8133,8228,8179,8030,7885,8283,8137
bier127,118282,127,130913,0.10678716964542365,0.023622047244094488,133915,132460,136072,133853,130913,139064,132844,131903,133653,134246,133892
ch130,6110,130,6468,0.05859247135842881,0.023076923076923078,6778,6931,7006,6649,6626,6468,6716,7027,6845,6579,6762
ch150,6528,150,7009,0.07368259803921569,0.006666666666666667,7009,7329,7238,7125,7259,7385,7434,7433,7185,7304,7270
d198,15780,198,17848,0.13105196451204057,0.04040404040404041,19714,23754,21005,20936,20800,20625,22223,21175,17848,21967,21004
eil101,629,101,653,0.03815580286168521,0.019801980198019802,664,666,653,660,658,669,656,661,660,658,660
st70,675,70,689,0.02074074074074074,0.37142857142857144,700,699,710,700,724,720,715,711,689,697,706
swiss42,1273,42,1273,0.0,0.07142857142857142,1326,1318,1338,1306,1301,1273,1303,1303,1273,1318,1305
